Player;PlayerID;Jahr;Woche;GM;BasisGehalt;Garantien;Basis-Woche;Garantien-Woche;sonstiges;Vertragslaufzeit;Spot;CapRabatt;Vertragsende
Adam Trautman;109795;2021;11;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2021;12;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2021;13;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2021;14;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2021;15;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2021;16;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;0;SwissGuy;1944000;1440000;;;;;Roster;;2023
Adam Trautman;109795;2022;1;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;2;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;3;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;4;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;5;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;6;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;7;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;8;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;9;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;10;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;11;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;12;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;13;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;14;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;15;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2022;16;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;0;SwissGuy;1944000;1440000;;;;;Roster;;2023
Adam Trautman;109795;2023;1;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;2;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;3;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;4;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;5;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;6;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;7;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;8;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;9;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;10;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;11;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;12;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;13;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;14;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;15;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Adam Trautman;109795;2023;16;SwissGuy;1944000;1440000;121500;90000;;16;Roster;;2023
Odell Beckham;8647;2021;0;SwissGuy;15876000;2116800;;;;;Roster;;2023
Odell Beckham;8647;2021;1;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;2;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;3;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;4;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;5;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;6;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;7;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;8;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;9;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;10;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;11;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;12;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;13;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;14;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;15;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2021;16;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;0;SwissGuy;15876000;2116800;;;;;Roster;;2023
Odell Beckham;8647;2022;1;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;2;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;3;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;4;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;5;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;6;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;7;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;8;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;9;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;10;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;11;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;12;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;13;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;14;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;15;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2022;16;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;0;SwissGuy;15876000;2116800;;;;;Roster;;2023
Odell Beckham;8647;2023;1;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;2;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;3;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;4;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;5;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;6;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;7;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;8;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;9;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;10;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;11;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;12;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;13;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;14;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;15;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Odell Beckham;8647;2023;16;SwissGuy;15876000;2116800;992250;132300;;16;Roster;;2023
Devin Duvernay;40006;2021;0;SwissGuy;4455000;3960000;;;;;Roster;;2023
Devin Duvernay;40006;2021;1;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;2;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;3;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;4;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;5;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;6;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;7;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;8;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;9;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;10;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;11;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;12;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;13;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;14;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;15;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2021;16;SwissGuy;4455000;3960000;278438;247500;;16;Roster;;2023
Devin Duvernay;40006;2022;0;SwissGuy;4455000;3300000;;;;;Roster;;2023
Devin Duvernay;40006;2022;1;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;2;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;3;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;4;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;5;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;6;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;7;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;8;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;9;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;10;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;11;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;12;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;13;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;14;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;15;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2022;16;SwissGuy;4455000;3300000;278438;206250;;16;Roster;;2023
Devin Duvernay;40006;2023;0;SwissGuy;4455000;1980000;;;;;Roster;;2023
Devin Duvernay;40006;2023;1;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;2;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;3;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;4;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;5;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;6;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;7;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;8;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;9;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;10;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;11;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;12;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;13;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;14;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;15;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Devin Duvernay;40006;2023;16;SwissGuy;4455000;1980000;278438;123750;;16;Roster;;2023
Equanimeous St. Brown;47967;2021;0;SwissGuy;2565000;648000;;;;;Roster;;2021
Equanimeous St. Brown;47967;2021;1;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;2;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;3;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;4;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;5;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;6;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;7;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;8;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;9;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;10;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;11;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;12;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;13;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;14;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;15;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Equanimeous St. Brown;47967;2021;16;SwissGuy;2565000;648000;160313;40500;;16;Roster;;2021
Henry Ruggs;61102;2021;0;SwissGuy;8890000;8890000;;;;;Roster;;2024
Henry Ruggs;61102;2021;1;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;2;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;3;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;4;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;5;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;6;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;7;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;8;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;9;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;10;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;11;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;12;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;13;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;14;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;15;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2021;16;SwissGuy;8890000;8890000;555625;555625;;16;Roster;;2024
Henry Ruggs;61102;2022;0;SwissGuy;8890000;4445000;;;;;Roster;;2024
Henry Ruggs;61102;2022;1;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;2;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;3;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;4;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;5;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;6;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;7;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;8;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;9;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;10;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;11;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;12;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;13;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;14;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;15;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2022;16;SwissGuy;8890000;4445000;555625;277813;;16;Roster;;2024
Henry Ruggs;61102;2023;0;SwissGuy;8890000;2222500;;;;;Roster;;2024
Henry Ruggs;61102;2023;1;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;2;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;3;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;4;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;5;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;6;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;7;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;8;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;9;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;10;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;11;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;12;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;13;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;14;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;15;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2023;16;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;0;SwissGuy;8890000;2222500;;;;;Roster;;2024
Henry Ruggs;61102;2024;1;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;2;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;3;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;4;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;5;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;6;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;7;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;8;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;9;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;10;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;11;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;12;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;13;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;14;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;15;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Henry Ruggs;61102;2024;16;SwissGuy;8890000;2222500;555625;138906;;16;Roster;;2024
Jake Fromm;60389;2021;0;SwissGuy;1900000;480000;;;;;Roster;;2021
Jake Fromm;60389;2021;1;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;2;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;3;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;4;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;5;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;6;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;7;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;8;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;9;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;10;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;11;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;12;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;13;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;14;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;15;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Jake Fromm;60389;2021;16;SwissGuy;1900000;480000;118750;30000;;16;Roster;;2021
Van Jefferson;47447;2021;0;SwissGuy;5874000;2475000;;;;;Roster;;2022
Van Jefferson;47447;2021;1;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;2;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;3;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;4;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;5;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;6;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;7;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;8;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;9;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;10;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;11;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;12;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;13;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;14;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;15;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2021;16;SwissGuy;5874000;2475000;367125;154688;;16;Roster;;2022
Van Jefferson;47447;2022;0;SwissGuy;5874000;1485000;;;;;Roster;;2022
Van Jefferson;47447;2022;1;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;2;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;3;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;4;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;5;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;6;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;7;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;8;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;9;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;10;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;11;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;12;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;13;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;14;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;15;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Van Jefferson;47447;2022;16;SwissGuy;5874000;1485000;367125;92813;;16;Roster;;2022
Justin Herbert;28237;2021;0;SwissGuy;4361000;735000;;;;;Roster;;2020
Justin Herbert;28237;2021;1;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;2;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;3;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;4;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;5;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;6;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;7;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;8;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
Justin Herbert;28237;2021;9;SwissGuy;4361000;735000;272563;45938;;16;Roster;;2022
